1,47,5
1,69,3
1,57,1
2,28,2
2,4,4
3,17,2
4,76,4
4,61,2
4,91,3
5,37,5
6,26,5
6,24,5
7,74,2
8,7,4
8,34,3
8,36,1
9,79,2
9,7,3
10,7,4
11,39,5
11,91,4
11,46,4
12,60,4
12,27,1
13,72,3
13,26,2
13,13,2
14,55,5
14,15,5
14,38,4
15,73,2
15,53,3
16,16,1
16,64,3
16,3,1
17,40,1
18,69,1
18,23,5
18,73,2
19,83,5
19,26,3
19,32,5
20,11,5
20,13,5
20,93,1
21,97,5
22,65,2
23,28,3
23,16,2
24,96,5
24,26,1
25,88,1
25,99,2
26,92,5
26,11,3
26,53,2
27,30,3
27,36,2
27,10,1
28,81,4
29,61,4
29,27,2
29,1,2
30,53,3
30,46,2
30,84,3
31,37,5
31,14,3
32,71,4
32,82,1
33,48,5
34,100,5
34,44,1
34,23,1
35,38,5
35,74,3
36,12,3
36,14,1
37,21,4
37,66,4
37,37,4
38,23,5
39,35,5
39,62,1
40,100,2
40,83,1
40,21,2
41,84,3
41,82,2
42,52,1
42,94,4
42,61,3
43,51,5
43,78,4
44,74,4
45,28,2
45,77,3
45,97,3
46,90,3
46,61,3
46,22,4
47,74,5
47,86,5
47,57,1
48,3,3
48,1,1
48,59,4
49,95,4
49,93,5
49,54,1
50,64,3
50,75,2
51,33,4
51,28,1
52,11,2
52,6,1
52,82,4
53,2,3
53,57,1
54,18,4
54,22,2
55,56,3
55,55,3
56,9,3
56,81,4
57,16,2
57,89,3
57,41,4
58,50,4
58,4,3
59,13,1
59,72,1
59,22,5
60,63,1
60,1,2
60,9,1
61,65,3
62,10,5
62,12,2
62,95,3
63,58,3
63,51,1
64,83,2
64,33,1
64,98,3
65,78,4
65,100,3
65,18,1
66,77,2
67,83,5
67,79,3
67,4,1
68,30,5
69,38,2
69,10,5
69,81,2
70,81,3
70,26,4
71,28,4
72,51,5
72,64,5
73,52,5
73,64,3
74,88,4
74,1,1
74,98,2
75,2,5
75,29,4
75,28,1
76,50,1
76,17,1
76,100,5
77,81,5
77,15,1
77,25,2
78,20,2
78,57,4
79,7,5
79,25,2
80,27,4
81,7,4
82,88,2
82,20,1
82,19,2
83,58,1
83,50,3
84,43,1
84,22,3
85,19,4
85,78,2
86,53,3
87,9,2
87,64,2
87,35,5
88,71,2
89,76,5
89,82,4
90,10,4
91,58,1
92,21,3
92,60,1
92,8,3
93,60,5
93,27,1
94,26,5
95,69,2
95,18,5
96,62,4
96,12,4
97,27,5
98,16,1
98,63,1
98,25,1
99,66,1
99,32,1
100,38,2
100,63,4
100,50,1
