1,49866,3.0
56725,55571,3.0
56725,66324,2.0
56725,50606,4.0
49866,69269,0.0
30339,57294,0.0
30339,51763,2.0
2,82185,4.0
82185,5590,2.0
65877,69981,4.0
65877,65915,2.0
4,3966,1.0
2481,52858,5.0
3966,66790,0.0
3966,42029,0.0
3966,3368,1.0
5,35959,0.0
63428,3693,2.0
63428,42266,0.0
63428,5532,3.0
35959,34110,0.0
35959,69582,1.0
6,22442,7.0
16694,54056,2.0
60011,91657,1.0
60011,37127,1.0
7,33067,1.0
33067,95230,1.0
33067,28734,0.0
33067,30403,1.0
66827,51338,0.0
20713,98214,3.0
49824,44040,1.0
49824,36896,1.0
19223,57417,2.0
11,71829,0.0
11,30395,4.0
11,17878,0.0
71829,64114,1.0
54029,80994,2.0
30395,77842,5.0
78732,29996,0.0
69235,23438,1.0
3380,18680,0.0
59015,53721,0.0
84456,35373,0.0
14,53790,0.0
42398,22154,0.0
42398,96534,2.0
53790,3532,0.0
6077,28721,1.0
45980,34653,1.0
45980,86715,0.0
15,18642,0.0
51562,81095,0.0
68052,22879,1.0
18642,14928,0.0
18642,95865,0.0
5180,94876,1.0
16,33091,2.0
16,3618,0.0
97113,47841,1.0
97113,46228,1.0
97113,1336,0.0
78552,91401,2.0
83051,86807,2.0
83051,29480,2.0
17,58093,1.0
38581,35463,1.0
26223,6614,3.0
58093,87506,0.0
58093,54443,2.0
58093,28196,1.0
58093,76220,1.0
43794,96220,0.0
22857,46399,0.0
99236,57233,1.0
99236,89673,0.0
19,23480,2.0
85277,93709,0.0
23480,77117,1.0
23480,22874,2.0
20,26572,1.0
49492,98945,4.0
37429,76123,0.0
37429,78528,1.0
37429,77627,1.0
26572,34253,0.0
21,9149,4.0
9149,64209,0.0
22,64481,0.0
22,29330,1.0
64481,49217,2.0
34239,49783,1.0
29330,88465,0.0
18686,34730,0.0
23,30387,9.0
30387,29353,2.0
24,38617,3.0
90289,85324,0.0
90289,27839,1.0
38617,26731,2.0
80227,31690,0.0
25,25474,0.0
25474,25296,1.0
97103,11561,1.0
38610,88975,1.0
38610,43742,2.0
26,23982,0.0
34208,39349,1.0
34208,91280,0.0
23982,43112,1.0
23982,78472,5.0
23982,29131,0.0
27,43724,0.0
28,13824,2.0
28,74393,2.0
79304,10000,0.0
79304,20998,0.0
79304,7516,0.0
13824,38926,3.0
29,86037,1.0
86037,16999,2.0
9657,49199,1.0
9657,96100,0.0
9657,21775,0.0
67177,88391,2.0
77633,69146,1.0
30,75919,0.0
30,77899,1.0
75919,43278,1.0
77899,65344,0.0
31,35251,3.0
88554,10392,1.0
88554,85603,0.0
88554,88187,1.0
32,61966,0.0
89282,18474,3.0
89282,35544,1.0
31918,77201,2.0
61966,43060,3.0
33,11855,4.0
33,85657,0.0
3977,12833,1.0
3977,49242,5.0
7631,76419,3.0
13960,22323,1.0
35,92042,1.0
35,89933,3.0
92042,8374,2.0
89933,11604,2.0
36,21580,3.0
62154,47463,2.0
62154,64723,0.0
62154,49395,2.0
21580,12149,3.0
37,97785,2.0
74160,14810,9.0
59749,17902,0.0
97785,48034,8.0
38,9156,0.0
38,42990,2.0
9156,47437,0.0
74168,25518,4.0
58530,9436,2.0
58530,82833,1.0
8947,70189,1.0
8947,8728,4.0
8947,6423,2.0
25075,61588,2.0
25075,88199,0.0
89121,6622,6.0
45543,50688,3.0
41,9833,3.0
41,3290,4.0
35618,85972,1.0
12702,73149,2.0
9833,2672,2.0
9833,97402,2.0
27553,12298,0.0
21591,3415,2.0
21591,41655,4.0
44,82868,2.0
44,21332,0.0
57144,63605,3.0
57144,83170,1.0
57144,53785,0.0
21332,2025,0.0
99082,10867,2.0
46,80646,0.0
46,70750,1.0
75645,87445,1.0
75645,86159,1.0
79095,41426,3.0
48,48562,3.0
46219,32735,3.0
46219,42615,0.0
49,17298,1.0
17298,20363,1.0
63768,27085,5.0
50,83619,2.0
83619,80129,2.0
33260,79334,2.0
77563,34561,1.0
96884,26628,2.0
51,85343,1.0
31923,91484,0.0
31923,61777,1.0
85343,62069,1.0
85343,28710,4.0
88691,55812,2.0
52,28570,2.0
63736,65926,0.0
63736,75119,2.0
30950,85958,0.0
28570,84151,3.0
9504,27821,0.0
9504,55144,1.0
53,33235,0.0
53,61057,0.0
6788,64236,1.0
6788,77251,0.0
6788,11458,0.0
33235,91367,1.0
61057,1839,0.0
61042,29285,2.0
61042,97748,2.0
19424,12830,1.0
55,32394,2.0
32394,94905,0.0
56,34795,3.0
78003,90090,2.0
66649,42355,2.0
94716,54208,0.0
51235,46225,3.0
74466,70999,1.0
74466,50750,0.0
89571,99913,0.0
89571,9075,2.0
66130,88250,3.0
65012,10506,1.0
59,33845,1.0
59,38569,4.0
40292,88109,0.0
78388,32025,4.0
78388,59757,0.0
49504,43473,1.0
71904,71419,2.0
59181,10728,0.0
63,95716,0.0
64,47085,0.0
64,61571,2.0
47085,284,0.0
65,66698,1.0
90830,47941,2.0
90830,12456,1.0
70955,11497,1.0
69136,61462,0.0
66698,57386,0.0
66698,75464,1.0
66698,93134,0.0
98857,1601,1.0
85906,64793,3.0
67,58184,2.0
67,39126,2.0
58184,61931,1.0
63652,85204,4.0
63652,83264,3.0
39126,93005,0.0
86914,65778,0.0
13119,58899,1.0
13119,2096,0.0
13119,46391,1.0
69,67970,0.0
67970,19208,1.0
70,41681,0.0
41681,31782,1.0
41681,4132,0.0
65946,16883,2.0
65946,26921,2.0
65946,41520,2.0
71,15200,3.0
67786,4338,2.0
67786,95615,1.0
15200,29945,4.0
85080,2732,4.0
79963,41549,1.0
53403,11699,1.0
5167,84251,2.0
5167,41366,1.0
5167,86817,4.0
74,76672,3.0
74,53864,3.0
19728,66523,3.0
76672,20139,3.0
53864,97048,2.0
53864,44696,1.0
75,35443,1.0
46510,66436,2.0
35443,57876,2.0
35443,95477,3.0
12428,21083,3.0
76,35791,3.0
74173,19036,0.0
77,79146,2.0
44899,84412,0.0
87764,79999,1.0
11391,29359,0.0
79146,94715,3.0
79146,24116,1.0
78,58775,1.0
25635,43656,0.0
58775,1897,2.0
58775,72517,1.0
60544,83182,0.0
79,48581,1.0
79,76851,1.0
76851,71848,2.0
74100,71227,4.0
8763,82888,1.0
8763,26988,2.0
94399,8360,1.0
50365,2315,2.0
81,8786,1.0
25241,70624,1.0
25241,89040,2.0
54179,32202,1.0
54179,48240,0.0
82,70421,0.0
21834,61688,4.0
21834,11294,1.0
21834,13520,0.0
70421,21598,0.0
94078,91925,1.0
94078,58281,1.0
75011,65692,0.0
83,36452,1.0
36452,61333,2.0
36452,73182,0.0
54713,21986,0.0
27954,63739,1.0
91930,84053,1.0
84,63259,1.0
41510,43355,2.0
13563,15373,1.0
13563,15677,3.0
13563,39957,2.0
31982,97928,2.0
15912,6661,1.0
86,72306,0.0
72306,81128,8.0
72306,12996,2.0
92348,32729,1.0
92616,80066,3.0
87,53005,4.0
53005,23330,1.0
53005,42036,0.0
88,9839,0.0
89,20265,8.0
20265,36942,2.0
12572,15618,0.0
77839,98407,1.0
92838,55033,0.0
92838,78338,1.0
5599,11403,0.0
91,49582,2.0
91,90859,1.0
4265,71252,1.0
4265,18268,1.0
11401,35588,2.0
90859,42443,2.0
92,51150,1.0
51150,22025,1.0
51150,74916,1.0
51150,8128,1.0
93,97799,0.0
23483,49343,2.0
88758,11251,1.0
71606,80487,2.0
71606,63046,3.0
97799,46136,2.0
97799,30299,0.0
97799,7374,1.0
94,12243,2.0
94,74457,2.0
74457,19421,1.0
74457,67869,4.0
53255,45173,1.0
95,25773,2.0
95,39179,1.0
66523,96911,2.0
39179,14461,0.0
39179,32856,1.0
96,79038,3.0
38103,52931,0.0
59607,67021,0.0
57226,14226,4.0
79038,30392,1.0
90898,33750,1.0
90898,71462,0.0
90898,57191,1.0
90898,12816,1.0
97,96616,0.0
12375,47592,2.0
12375,97389,0.0
8037,38246,0.0
96616,90549,3.0
64676,22045,1.0
99,44072,1.0
34249,76568,0.0
34249,58576,1.0
100,87836,2.0
87836,27480,0.0
78963,71476,0.0
45157,72066,1.0
51338,47488,2.0
6627,44403,1.0
6627,2546,2.0
102,52465,0.0
61837,16504,1.0
36541,83501,2.0
52465,26195,0.0
58034,27130,0.0
58034,65678,1.0
58034,40780,1.0
58034,14210,0.0
103,97115,10.0
97115,78851,3.0
66678,89406,2.0
66678,90760,1.0
106,90669,2.0
106,56882,1.0
90669,54848,1.0
5942,80579,0.0
5942,61489,0.0
41662,3666,6.0
107,3580,1.0
3580,89622,0.0
108,77597,0.0
68447,88485,4.0
68447,26368,0.0
74597,37543,2.0
74597,52985,0.0
109,71218,0.0
93198,83317,1.0
71218,70097,1.0
62055,42241,0.0
62055,55771,2.0
27271,75539,1.0
27271,4991,2.0
95388,15460,1.0
31367,20571,3.0
31367,65776,2.0
96561,91520,3.0
112,10035,2.0
10035,43125,0.0
10035,2103,1.0
113,69321,0.0
93015,75108,1.0
34475,33225,0.0
69321,61172,2.0
48628,11656,2.0
115,69667,3.0
69667,97156,1.0
10944,8953,2.0
22684,46310,1.0
22684,78064,4.0
76487,24400,0.0
76487,81782,3.0
36625,21936,3.0
36625,17061,2.0
117,38387,1.0
43660,97264,1.0
43660,91848,0.0
30913,64572,0.0
30913,29879,0.0
38387,13651,1.0
38387,48706,0.0
70588,61287,2.0
70588,79430,3.0
119,89577,2.0
78855,91557,1.0
89577,16191,1.0
50002,37809,1.0
50002,44304,4.0
120,94959,2.0
337,26157,1.0
94959,21637,4.0
85566,50027,3.0
85566,50630,3.0
68185,13170,2.0
122,44750,0.0
61985,75696,2.0
85618,88566,1.0
5063,62446,0.0
5063,5436,1.0
5063,32202,0.0
88754,25912,0.0
123,29969,0.0
123,51161,0.0
29969,21000,5.0
124,64700,1.0
9163,8574,1.0
64700,98893,0.0
125,35825,3.0
125,11391,2.0
125,65464,0.0
125,98283,1.0
65464,81345,2.0
7344,69490,3.0
87747,61052,2.0
127,20837,8.0
127,59612,1.0
514,80627,0.0
24855,20358,0.0
24855,55950,3.0
128,75260,5.0
129,29353,4.0
64742,13297,2.0
42601,44474,2.0
63377,89006,0.0
63377,4069,1.0
130,64041,0.0
130,90387,2.0
21176,45752,5.0
21176,6248,6.0
90387,20176,2.0
55171,99370,1.0
57549,65824,1.0
57549,33499,1.0
57549,25143,1.0
839,50095,2.0
839,87904,2.0
134,63398,0.0
63398,36494,0.0
49923,45648,2.0
49923,51518,1.0
49923,93976,2.0
135,3652,2.0
94338,57035,0.0
20762,31744,0.0
20762,78881,2.0
20762,55704,2.0
136,5588,1.0
136,6417,1.0
5588,85493,1.0
5588,28758,1.0
77250,13098,2.0
77250,83282,0.0
6293,37709,2.0
137,4420,2.0
137,49895,2.0
49895,3550,2.0
77438,43362,1.0
33834,41913,0.0
33834,83136,0.0
33834,16382,1.0
139,32727,2.0
96630,16937,4.0
8154,60954,2.0
8154,49781,2.0
8154,50075,0.0
140,18242,0.0
30375,26883,1.0
16474,53731,2.0
16474,40577,1.0
14285,20391,0.0
18242,81865,0.0
56597,42698,2.0
141,13434,8.0
13434,59544,1.0
13434,19358,2.0
142,30602,1.0
43114,30477,2.0
71131,1979,1.0
12957,23315,1.0
12957,42669,0.0
78360,28176,2.0
30602,47114,1.0
143,68334,3.0
68345,83548,1.0
48718,84621,0.0
48718,29800,0.0
89749,84974,0.0
89749,58722,0.0
91004,16685,2.0
81471,59384,0.0
145,76716,4.0
145,28144,3.0
86124,25052,0.0
48065,45171,3.0
48065,9517,2.0
13070,84324,0.0
13070,97029,0.0
28144,23937,1.0
146,33395,0.0
146,37390,0.0
50841,53505,3.0
50841,32015,1.0
42157,65640,0.0
19915,51114,1.0
19915,82600,0.0
147,4903,5.0
9180,48300,3.0
9180,45430,4.0
66945,77426,0.0
4903,98979,0.0
148,17809,5.0
148,77598,2.0
148,71021,1.0
18618,90506,2.0
77598,92011,3.0
77598,28301,1.0
71021,35365,2.0
149,43937,4.0
150,97821,2.0
150,59728,0.0
97821,21298,6.0
59728,72179,1.0
151,7757,1.0
29452,17246,2.0
29452,53932,3.0
29452,59692,0.0
35922,97403,4.0
35922,49673,4.0
7757,32053,2.0
7757,6775,1.0
75571,15631,2.0
75571,15897,2.0
152,43733,2.0
152,58752,2.0
43733,45772,3.0
5549,22922,2.0
52387,40121,2.0
21831,47698,3.0
153,76260,9.0
76260,53657,1.0
76260,98204,1.0
32011,25583,2.0
155,13314,1.0
44224,1041,7.0
16219,70249,1.0
13314,71368,1.0
13314,62125,0.0
2930,34745,3.0
2930,78139,0.0
157,36597,2.0
36597,65708,3.0
36597,65161,0.0
158,80558,1.0
93894,40044,2.0
74415,47334,0.0
76037,68329,1.0
159,96350,0.0
65346,51188,2.0
65346,91914,2.0
31806,30643,3.0
31806,55863,3.0
97260,50075,1.0
97260,19089,2.0
160,57389,0.0
53473,79164,2.0
41702,74882,1.0
57389,85362,2.0
161,68386,0.0
42438,51282,0.0
53379,36280,3.0
36575,58591,3.0
36575,21134,2.0
80634,98148,0.0
80634,32278,1.0
162,55664,1.0
162,65175,1.0
26504,4145,2.0
163,84066,2.0
163,18834,1.0
84066,1966,2.0
84066,93592,1.0
24591,27468,2.0
24591,38468,0.0
22562,26101,2.0
22562,54052,2.0
44804,26800,2.0
18834,42858,1.0
94357,99405,2.0
94357,30353,3.0
10134,91632,2.0
76975,52922,0.0
7697,21458,1.0
7697,27724,1.0
57810,13782,0.0
166,25488,1.0
166,61828,0.0
61828,12402,2.0
37564,18546,2.0
54880,43659,1.0
54880,37796,1.0
168,45225,0.0
94517,56728,0.0
4674,3805,3.0
45225,98864,2.0
170,97975,3.0
92967,82584,0.0
38224,83958,2.0
171,93552,1.0
171,63694,0.0
94583,24870,1.0
66387,57790,6.0
93552,24449,2.0
93552,48746,2.0
62727,45820,2.0
172,39183,0.0
172,37732,2.0
39183,77404,2.0
37732,87231,5.0
173,85960,1.0
174,39418,1.0
64031,82606,0.0
96096,71265,2.0
175,72943,0.0
175,58320,0.0
5819,33640,3.0
54808,58251,4.0
58320,47339,0.0
58320,96247,1.0
40004,52964,0.0
7219,63274,1.0
177,4923,0.0
24468,39106,3.0
24468,22347,0.0
178,23765,1.0
23765,48908,0.0
72212,70493,0.0
72212,5761,1.0
179,51770,5.0
51770,7755,0.0
51770,38160,3.0
51770,27510,3.0
180,17337,3.0
17337,93974,3.0
40865,28632,1.0
40865,71945,2.0
95966,40698,1.0
182,95921,0.0
39328,88917,0.0
183,72320,3.0
184,71787,1.0
185,82884,6.0
82884,48249,1.0
82884,24231,3.0
186,85258,3.0
186,92637,2.0
24547,87329,3.0
96200,87044,0.0
187,90457,1.0
97179,92078,2.0
90457,56782,4.0
188,2427,3.0
2427,26830,2.0
2427,14551,3.0
189,81565,0.0
189,12940,5.0
81565,76063,1.0
81565,18867,0.0
190,46544,1.0
191,66907,1.0
83728,1507,0.0
192,34761,2.0
8275,52805,1.0
34761,70439,1.0
34761,7360,0.0
76063,33466,3.0
76063,56190,0.0
76063,82905,2.0
193,51353,0.0
51353,40990,0.0
51353,52604,2.0
51353,90878,5.0
65967,54135,0.0
65967,74128,1.0
65967,82686,1.0
94961,85202,0.0
63241,1143,1.0
63241,54794,0.0
63241,78708,2.0
194,42150,1.0
194,22421,1.0
42150,48086,2.0
53865,85896,3.0
53865,32708,4.0
53865,73509,4.0
22421,83351,0.0
90938,23156,4.0
90938,88938,0.0
90938,15617,0.0
90938,93101,0.0
195,49890,2.0
195,18120,2.0
49890,15185,1.0
49890,35363,0.0
49890,36595,1.0
196,32780,0.0
32780,85789,1.0
32780,71420,1.0
13521,27951,2.0
71856,98006,2.0
71856,79634,1.0
6193,81004,2.0
198,9919,0.0
73584,78400,2.0
199,97338,1.0
41671,42575,2.0
41671,35489,1.0
46728,11629,1.0
87961,31224,1.0
201,98892,2.0
73422,59704,1.0
204,76794,2.0
76794,39608,1.0
205,75848,0.0
33319,90917,0.0
82229,27977,4.0
82798,82766,4.0
206,89340,3.0
89340,23025,4.0
25749,33950,0.0
56301,13629,3.0
12591,74686,0.0
208,22046,0.0
22046,1894,0.0
209,58562,0.0
209,65532,2.0
65825,49388,2.0
65825,57380,1.0
210,8090,2.0
65052,40484,0.0
65052,17211,2.0
65052,69886,3.0
75684,79079,2.0
19443,19839,1.0
211,40428,0.0
211,85229,2.0
40428,76856,3.0
85229,96264,1.0
87137,8403,0.0
212,60972,7.0
60972,13622,1.0
60972,68364,1.0
213,3711,6.0
33396,97424,1.0
91245,23975,0.0
214,41563,0.0
214,17026,0.0
48051,323,0.0
48051,8838,1.0
23028,71244,3.0
23028,53280,2.0
41563,48893,2.0
20700,23345,0.0
68419,86350,0.0
68419,83789,0.0
12370,24447,3.0
216,85021,3.0
216,44050,3.0
41876,98664,1.0
44050,46786,1.0
217,16311,1.0
33535,7829,2.0
