-5.241 3.57587 0
-3.37562 3.63236 1
-3.61883 3.78628 1
-3.48553 0.464121 1
-2.42218 2.10178 1
-2.12724 2.14297 1
-3.76973 1.68852 1
-2.28943 -0.0571977 1
-3.11912 1.10498 1
-3.45861 1.62691 1
-0.955588 0.388278 1
-3.20489 1.07389 1
-2.36721 0.513251 1
-3.13059 0.686585 1
-3.47606 1.55635 1
-2.2436 2.22319 1
-2.08694 -0.713541 1
-3.09338 3.1867 1
-2.31315 2.19792 1
-2.55391 -0.184247 1
-2.80538 2.42771 1
-3.0624 0.446136 1
-2.97878 2.74404 1
-2.90271 2.97747 1
-3.66734 1.92106 1
-4.46835 2.44854 1
-2.93715 0.985622 1
-2.76927 2.306 1
-3.24114 3.09983 1
-2.54656 0.236588 1
-3.76488 1.27124 1
-2.72494 2.30772 1
-1.78486 0.944527 1
-1.71668 1.42765 1
-2.88789 3.1345 1
-3.12531 1.20708 1
-3.55314 1.13229 1
-3.60012 4.32578 1
-2.87136 0.621023 1
-3.60421 4.13437 1
-2.09707 1.71168 1
-3.35929 3.05304 1
-2.17783 1.9825 1
-3.8859 1.72593 1
-2.27422 3.01131 1
-2.19553 2.34274 1
-2.74198 2.80017 1
-3.09 0.791335 1
-3.08104 2.86307 1
-2.31363 2.69407 1
-2.58894 2.4056 1
-3.25567 3.12661 1
-2.97869 3.1082 1
-2.92569 0.79663 1
-2.16842 2.44036 1
-2.47187 2.7949 1
-2.74203 2.80302 1
-3.04742 0.812918 1
-4.16094 2.69491 1
-2.24702 1.69348 1
-3.40404 1.56925 1
-3.3 0.929885 1
-4.1995 2.79193 1
-3.86622 2.05734 1
-4.34818 4.81472 1
-3.50057 3.55272 1
-3.98267 4.1865 1
-2.29772 2.54823 1
-2.28328 2.14266 1
-4.41533 2.86809 1
-1.81352 -0.493211 1
-3.86667 1.67886 1
-2.71258 2.94072 1
-3.10795 0.330737 1
-3.01446 3.98167 1
-2.76057 0.179955 1
-2.53153 2.18115 1
-3.94232 1.55095 1
-2.96626 0.54941 1
-2.8558 0.158183 1
-1.29106 0.889535 1
-3.48781 4.27575 1
-2.54354 2.62206 1
-4.39901 2.80657 1
-3.86396 4.62787 1
-2.33168 0.0954183 1
-1.98264 1.51981 1
-3.70138 4.52768 1
-2.10945 1.6762 1
-4.32341 2.35417 1
-3.07794 0.380865 1
-1.78978 -1.54808 1
-2.02441 2.14879 1
-3.11473 3.44271 1
-3.22054 1.39876 1
-3.27167 3.24533 1
-3.39598 3.88133 1
-3.08496 3.6027 1
-2.96939 2.71778 1
-1.91854 1.52846 1
-3.50164 1.86022 1
-2.63625 2.7885 1
-3.0392 0.394364 1
-1.79986 1.09263 1
-1.78594 1.39826 1
-3.42042 1.36054 1
-3.18949 1.14883 1
-2.75074 0.470628 1
-4.83583 3.21148 1
-2.88655 0.667264 1
-2.22459 2.60545 1
-2.43255 -0.700124 1
-3.20867 1.28845 1
-3.40765 3.62931 1
